fleet_name,vehicle_name,hw_code,hw_code_key,config_name,date,distance_traveled_km,liters_consumed,refuelled_liters,stolen_liters,worked_time_sec,engine_time_sec,travel_time_sec,rest_time_sec,usage_time_sec,liters_from_level,percent_drop,percent_refuel,vehicle_name_key,brand,model,fuel_type,category,engine_travel_ratio,engine_vs_travel_flag,valid_for_efficiency,km_per_liter,idle_time_sec,idle_ratio,fuel_type_clean,fuel_price,emission_factor,fuel_cost_per_km,co2_per_km,total_co2_kg,total_fuel_cost_eur
EDILI ,GM719PV,352592570746511,352592570746511,UW120-04-S-KxM2-C200-Imm,2025-09-24,47.263671875,3.2,0.0,0.0,9190.0,9191.0,7743.0,78657.0,34772.0,0.0,0.0,0.0,GM719PV,,,,Default,1.1870076197856128,ok,True,14.7698974609375,1448.0,0.15754542487215756,default,1.5,2.5,0.1015579156163478,0.16926319269391296,8.0,4.800000000000001
EDILI ,GM719PV,352592570746511,352592570746511,UW120-04-S-KxM2-C200-Imm,2025-09-25,76.59765625,4.5,0.0,0.0,11831.0,11832.0,10008.0,76391.0,34610.0,0.0,0.0,0.0,GM719PV,,,,Default,1.1822541966426858,ok,True,17.02170138888889,1824.0,0.15415821501014199,default,1.5,2.5,0.08812280075475547,0.14687133459125912,11.25,6.75
EDILI ,GM719PV,352592570746511,352592570746511,UW120-04-S-KxM2-C200-Imm,2025-09-26,50.310546875,3.1,0.0,0.0,7322.0,7323.0,6672.0,79727.0,34404.0,0.0,0.0,0.0,GM719PV,,,,Default,1.097571942446043,ok,True,16.22920866935484,651.0,0.08889799262597296,default,1.5,2.5,0.09242594821227533,0.15404324702045888,7.75,4.65
EDILI ,GM719PV,352592570746511,352592570746511,UW120-04-S-KxM2-C200-Imm,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GM719PV,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GM719PV,352592570746511,352592570746511,UW120-04-S-KxM2-C200-Imm,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GM719PV,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GH473XV,352592570765115,352592570765115,UW120-04-S-KxM2-C200-Imm,2025-09-22,40.46875,1.8,0.0,0.0,3165.0,3165.0,2952.0,83448.0,46408.0,0.0,0.0,0.0,GH473XV,,,,Default,1.0721544715447155,ok,True,22.48263888888889,213.0,0.06729857819905213,default,1.5,2.5,0.06671814671814673,0.11119691119691119,4.5,2.7
EDILI ,GH473XV,352592570765115,352592570765115,UW120-04-S-KxM2-C200-Imm,2025-09-23,52.38671875,3.0,0.0,0.0,5532.0,5532.0,4555.0,81845.0,43082.0,0.0,0.0,0.0,GH473XV,,,,Default,1.214489571899012,ok,True,17.462239583333332,977.0,0.17660882140274764,default,1.5,2.5,0.08589963462829021,0.14316605771381702,7.5,4.5
EDILI ,GH473XV,352592570765115,352592570765115,UW120-04-S-KxM2-C200-Imm,2025-09-24,40.6171875,2.1,0.0,0.0,3409.0,3409.0,3347.0,83053.0,46906.0,0.0,0.0,0.0,GH473XV,,,,Default,1.018524051389304,ok,True,19.341517857142858,62.0,0.01818715165737753,default,1.5,2.5,0.07755337564916331,0.12925562608193883,5.25,3.1500000000000004
EDILI ,GH473XV,352592570765115,352592570765115,UW120-04-S-KxM2-C200-Imm,2025-09-25,40.44921875,1.9,0.0,0.0,3138.0,3138.0,3113.0,83287.0,48660.0,0.0,0.0,0.0,GH473XV,,,,Default,1.008030838419531,ok,True,21.2890625,25.0,0.007966857871255577,default,1.5,2.5,0.07045871559633027,0.11743119266055047,4.75,2.8499999999999996
EDILI ,GH473XV,352592570765115,352592570765115,UW120-04-S-KxM2-C200-Imm,2025-09-26,94.046875,4.8,0.0,0.0,9206.0,9206.0,8312.0,78088.0,40308.0,0.0,0.0,0.0,GH473XV,,,,Default,1.1075553416746873,ok,True,19.593098958333336,894.0,0.0971105800564849,default,1.5,2.5,0.07655756770227612,0.12759594617046022,12.0,7.199999999999999
EDILI ,GH473XV,352592570765115,352592570765115,UW120-04-S-KxM2-C200-Imm,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GH473XV,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GH473XV,352592570765115,352592570765115,UW120-04-S-KxM2-C200-Imm,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GH473XV,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG602AG,_ID_331_ID_,_ID_331_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG602AG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG602AG,_ID_331_ID_,_ID_331_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG602AG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG602AG,_ID_331_ID_,_ID_331_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG602AG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG602AG,_ID_331_ID_,_ID_331_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG602AG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG602AG,_ID_331_ID_,_ID_331_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG602AG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG602AG,_ID_331_ID_,_ID_331_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG602AG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG602AG,_ID_331_ID_,_ID_331_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG602AG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG367RG,_ID_759_ID_,_ID_759_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG367RG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG367RG,_ID_759_ID_,_ID_759_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG367RG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG367RG,_ID_759_ID_,_ID_759_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG367RG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG367RG,_ID_759_ID_,_ID_759_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG367RG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG367RG,_ID_759_ID_,_ID_759_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG367RG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG367RG,_ID_759_ID_,_ID_759_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG367RG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GG367RG,_ID_759_ID_,_ID_759_ID_,UW120-04-S-KxM2-C200-Imm,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GG367RG,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GF375CA,352592571089762,352592571089762,UW120-04-S-KxM2-C200-Imm,2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF375CA,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GF375CA,352592571089762,352592571089762,UW120-04-S-KxM2-C200-Imm,2025-09-23,28.859375,1.4,0.0,0.0,2984.0,2985.0,2686.0,83714.0,18360.0,0.0,0.0,0.0,GF375CA,,,,Default,1.1113179448994788,ok,True,20.61383928571429,299.0,0.10016750418760469,default,1.5,2.5,0.07276664861938277,0.1212777476989713,3.5,2.0999999999999996
EDILI ,GF375CA,352592571089762,352592571089762,UW120-04-S-KxM2-C200-Imm,2025-09-25,0.03125,0.0,0.0,0.0,2.0,2.0,0.0,54535.0,31.0,0.0,0.0,0.0,GF375CA,,,,Default,,ok,False,,2.0,1.0,default,1.5,2.5,0.0,0.0,0.0,0.0
EDILI ,GF375CA,352592571089762,352592571089762,UW120-04-S-KxM2-C200-Imm,2025-09-26,42.28125,2.0,0.0,0.0,4248.0,4249.0,3412.0,82987.0,14406.0,0.0,0.0,0.0,GF375CA,,,,Default,1.2453106682297772,ok,True,21.140625,837.0,0.19698752647681808,default,1.5,2.5,0.07095343680709534,0.11825572801182557,5.0,3.0
EDILI ,GF375CA,352592571089762,352592571089762,UW120-04-S-KxM2-C200-Imm,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF375CA,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GF375CA,352592571089762,352592571089762,UW120-04-S-KxM2-C200-Imm,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF375CA,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GF124BX,352592570758508,352592570758508,UW120-04-S-KxM2-C200-Imm,2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF124BX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GF124BX,352592570758508,352592570758508,UW120-04-S-KxM2-C200-Imm,2025-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF124BX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GF124BX,352592570758508,352592570758508,UW120-04-S-KxM2-C200-Imm,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF124BX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GF124BX,352592570758508,352592570758508,UW120-04-S-KxM2-C200-Imm,2025-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF124BX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GF124BX,352592570758508,352592570758508,UW120-04-S-KxM2-C200-Imm,2025-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF124BX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GF124BX,352592570758508,352592570758508,UW120-04-S-KxM2-C200-Imm,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF124BX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GF124BX,352592570758508,352592570758508,UW120-04-S-KxM2-C200-Imm,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF124BX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GA150GP,352592570747964,352592570747964,UW120-04-S-KxM2-C200-Imm,2025-09-22,38.890625,2.0,0.0,0.0,24259.0,24260.0,3628.0,82772.0,37170.0,0.0,0.0,0.0,GA150GP,,,,Default,6.686879823594267,ok,True,19.4453125,20632.0,0.8504534212695796,default,1.5,2.5,0.07713941341904379,0.12856568903173965,5.0,3.0
EDILI ,GA150GP,352592570747964,352592570747964,UW120-04-S-KxM2-C200-Imm,2025-09-23,53.6171875,3.0,0.0,0.0,23721.0,23721.0,4960.0,81440.0,38370.0,0.0,0.0,0.0,GA150GP,,,,Default,4.782459677419355,ok,True,17.872395833333332,18761.0,0.790902575776738,default,1.5,2.5,0.08392831123415416,0.13988051872359028,7.5,4.5
EDILI ,GA150GP,352592570747964,352592570747964,UW120-04-S-KxM2-C200-Imm,2025-09-24,15.1875,1.1,0.0,0.0,24987.0,24987.0,2197.0,84203.0,40818.0,0.0,0.0,0.0,GA150GP,,,,Default,11.373236231224396,check,True,13.80681818181818,22790.0,0.912074278624885,default,1.5,2.5,0.10864197530864199,0.18106995884773663,2.75,1.6500000000000001
EDILI ,GA150GP,352592570747964,352592570747964,UW120-04-S-KxM2-C200-Imm,2025-09-25,116.3984375,6.5,0.0,0.0,16632.0,16632.0,10341.0,76059.0,37593.0,0.0,0.0,0.0,GA150GP,,,,Default,1.608355091383812,ok,True,17.907451923076923,6291.0,0.3782467532467532,default,1.5,2.5,0.08376401100745016,0.13960668501241694,16.25,9.75
EDILI ,GA150GP,352592570747964,352592570747964,UW120-04-S-KxM2-C200-Imm,2025-09-26,8.8671875,0.8,0.0,0.0,37504.0,37504.0,1141.0,85259.0,37595.0,0.0,0.0,0.0,GA150GP,,,,Default,32.86941279579317,check,False,,36363.0,0.9695765784982935,default,1.5,2.5,0.13533039647577094,0.22555066079295155,2.0,1.2000000000000002
EDILI ,GA150GP,352592570747964,352592570747964,UW120-04-S-KxM2-C200-Imm,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GA150GP,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,GA150GP,352592570747964,352592570747964,UW120-04-S-KxM2-C200-Imm,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GA150GP,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FN886TX,352592571410711,352592571410711,UW120-04-S-KxM2-C200-Imm,2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FN886TX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FN886TX,352592571410711,352592571410711,UW120-04-S-KxM2-C200-Imm,2025-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FN886TX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FN886TX,352592571410711,352592571410711,UW120-04-S-KxM2-C200-Imm,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FN886TX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FN886TX,352592571410711,352592571410711,UW120-04-S-KxM2-C200-Imm,2025-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FN886TX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FN886TX,352592571410711,352592571410711,UW120-04-S-KxM2-C200-Imm,2025-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FN886TX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FN886TX,352592571410711,352592571410711,UW120-04-S-KxM2-C200-Imm,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FN886TX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FN886TX,352592571410711,352592571410711,UW120-04-S-KxM2-C200-Imm,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FN886TX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FG158WM,352592571892728,352592571892728,UW120-04-S-KxM2-C200-Imm,2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FG158WM,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FG158WM,352592571892728,352592571892728,UW120-04-S-KxM2-C200-Imm,2025-09-23,21.5546875,2.0,0.0,0.0,2875.0,2876.0,2231.0,84169.0,27684.0,0.0,0.0,0.0,FG158WM,,,,Default,1.2891080233079337,ok,True,10.77734375,645.0,0.22426981919332406,default,1.5,2.5,0.13918086263138818,0.23196810438564697,5.0,3.0
EDILI ,FG158WM,352592571892728,352592571892728,UW120-04-S-KxM2-C200-Imm,2025-09-24,33.4453125,3.2,0.0,0.0,4260.0,4260.0,3443.0,82956.0,24271.0,0.0,0.0,0.0,FG158WM,,,,Default,1.2372930583793205,ok,True,10.45166015625,817.0,0.19178403755868545,default,1.5,2.5,0.1435178696566223,0.2391964494277038,8.0,4.800000000000001
EDILI ,FG158WM,352592571892728,352592571892728,UW120-04-S-KxM2-C200-Imm,2025-09-25,0.4921875,0.1,0.0,0.0,461.0,461.0,0.0,51698.0,2182.0,0.0,0.0,0.0,FG158WM,,,,Default,,ok,False,,461.0,1.0,default,1.5,2.5,0.3047619047619048,0.5079365079365079,0.25,0.15000000000000002
EDILI ,FG158WM,352592571892728,352592571892728,UW120-04-S-KxM2-C200-Imm,2025-09-26,15.375,1.4,0.0,0.0,2478.0,2479.0,1838.0,84562.0,23320.0,0.0,0.0,0.0,FG158WM,,,,Default,1.3487486398258977,ok,True,10.982142857142858,641.0,0.25857200484066156,default,1.5,2.5,0.13658536585365852,0.22764227642276422,3.5,2.0999999999999996
EDILI ,FG158WM,352592571892728,352592571892728,UW120-04-S-KxM2-C200-Imm,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FG158WM,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FG158WM,352592571892728,352592571892728,UW120-04-S-KxM2-C200-Imm,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FG158WM,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FF496DX,352592571893080,352592571893080,UW120-04-S-KxM2-C200-Imm,2025-09-22,2.625,0.0,0.0,0.0,5778.0,5778.0,428.0,85972.0,11069.0,0.0,0.0,0.0,FF496DX,,,,Default,13.5,check,False,,5350.0,0.9259259259259259,default,1.5,2.5,0.0,0.0,0.0,0.0
EDILI ,FF496DX,352592571893080,352592571893080,UW120-04-S-KxM2-C200-Imm,2025-09-23,1.859375,0.0,0.0,0.0,4016.0,4017.0,91.0,86309.0,10658.0,0.0,0.0,0.0,FF496DX,,,,Default,44.142857142857146,check,False,,3926.0,0.9773462783171522,default,1.5,2.5,0.0,0.0,0.0,0.0
EDILI ,FF496DX,352592571893080,352592571893080,UW120-04-S-KxM2-C200-Imm,2025-09-24,2.09375,0.0,0.0,0.0,433.0,433.0,219.0,86181.0,17987.0,0.0,0.0,0.0,FF496DX,,,,Default,1.9771689497716896,ok,False,,214.0,0.4942263279445728,default,1.5,2.5,0.0,0.0,0.0,0.0
EDILI ,FF496DX,352592571893080,352592571893080,UW120-04-S-KxM2-C200-Imm,2025-09-25,14.953125,0.2,0.0,0.0,3692.0,3693.0,2535.0,83865.0,17197.0,0.0,0.0,0.0,FF496DX,,,,Default,1.4568047337278107,ok,False,,1158.0,0.31356620633631194,default,1.5,2.5,0.02006269592476489,0.03343782654127482,0.5,0.30000000000000004
EDILI ,FF496DX,352592571893080,352592571893080,UW120-04-S-KxM2-C200-Imm,2025-09-26,49.9296875,2.3,0.0,0.0,10002.0,10002.0,3892.0,82507.0,13188.0,0.0,0.0,0.0,FF496DX,,,,Default,2.569886947584789,ok,True,21.7085597826087,6110.0,0.610877824435113,default,1.5,2.5,0.06909716789234861,0.11516194648724769,5.75,3.4499999999999997
EDILI ,FF496DX,352592571893080,352592571893080,UW120-04-S-KxM2-C200-Imm,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FF496DX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FF496DX,352592571893080,352592571893080,UW120-04-S-KxM2-C200-Imm,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FF496DX,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FF091CC,864636068422050,864636068422050,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-22,138.9921875,5.6,0.0,0.0,10598.0,10599.0,9696.0,76703.0,17416.0,0.0,0.0,0.0,FF091CC,,,,Default,1.093131188118812,ok,True,24.820033482142858,903.0,0.08519671667138409,default,1.5,2.5,0.06043505143049856,0.10072508571749761,14.0,8.399999999999999
EDILI ,FF091CC,864636068422050,864636068422050,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-23,117.4453125,5.2,27.23106,0.0,12339.0,12340.0,11422.0,74978.0,35064.0,0.0,0.0,0.0,FF091CC,,,,Default,1.0803712134477323,ok,True,22.58563701923077,918.0,0.07439222042139385,default,1.5,2.5,0.0664138894432249,0.11068981573870817,13.0,7.800000000000001
EDILI ,FF091CC,864636068422050,864636068422050,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-24,62.671875,2.4,0.0,0.0,4556.0,4556.0,4132.0,82268.0,25971.0,0.0,0.0,0.0,FF091CC,,,,Default,1.1026137463697967,ok,True,26.11328125,424.0,0.09306409130816505,default,1.5,2.5,0.05744203440538519,0.09573672400897532,6.0,3.5999999999999996
EDILI ,FF091CC,864636068422050,864636068422050,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FF091CC,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FF091CC,864636068422050,864636068422050,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FF091CC,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FF091CC,864636068422050,864636068422050,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FF091CC,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,FF091CC,864636068422050,864636068422050,UW120-130-140-2405-S-KxM2-IMMOB-LVC-01,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FF091CC,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,EW681YM,352592570769935,352592570769935,UW120-04-S-KxM2-C200-Imm,2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW681YM,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,EW681YM,352592570769935,352592570769935,UW120-04-S-KxM2-C200-Imm,2025-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW681YM,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,EW681YM,352592570769935,352592570769935,UW120-04-S-KxM2-C200-Imm,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW681YM,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,EW681YM,352592570769935,352592570769935,UW120-04-S-KxM2-C200-Imm,2025-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW681YM,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,EW681YM,352592570769935,352592570769935,UW120-04-S-KxM2-C200-Imm,2025-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW681YM,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,EW681YM,352592570769935,352592570769935,UW120-04-S-KxM2-C200-Imm,2025-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW681YM,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,EW681YM,352592570769935,352592570769935,UW120-04-S-KxM2-C200-Imm,2025-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW681YM,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,EW557TF,352592570769851,352592570769851,UW120-04-S-KxM2-C200-Imm,2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW557TF,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,EW557TF,352592570769851,352592570769851,UW120-04-S-KxM2-C200-Imm,2025-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW557TF,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,EW557TF,352592570769851,352592570769851,UW120-04-S-KxM2-C200-Imm,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW557TF,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,EW557TF,352592570769851,352592570769851,UW120-04-S-KxM2-C200-Imm,2025-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW557TF,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
EDILI ,EW557TF,352592570769851,352592570769851,UW120-04-S-KxM2-C200-Imm,2025-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EW557TF,,,,Default,,ok,False,,0.0,,default,1.5,2.5,,,0.0,0.0
